memberid,status,signupdate,milesflown,customerid
43579480,Gold,2023-10-04,3400,28548
43579481,Silver,2022-10-16,9597,27808
43579482,Silver,2021-06-20,5522,46477
43579483,None,2022-11-07,1494,39069
43579484,None,2022-12-08,6308,6384
43579485,None,2020-02-26,3744,15544
43579486,None,2021-02-01,7016,39772
43579487,None,2022-07-29,11,36540
43579488,None,2023-08-19,425,43301
43579489,None,2022-05-14,7325,15146
43579490,None,2021-10-11,8275,15994
43579491,Gold,2021-03-06,3958,8817
43579492,None,2024-02-23,427,35411
43579493,Silver,2023-08-20,5301,28757
43579494,Gold,2022-11-28,8338,21363
43579495,Silver,2020-09-02,9152,8542
43579496,Silver,2024-01-30,183,2596
43579497,Gold,2023-06-23,3842,22026
43579498,Gold,2023-05-25,9807,48061
43579499,Silver,2020-02-13,2613,27011
43579500,Gold,2023-10-21,3845,16651
43579501,None,2020-02-17,8240,45965
43579502,Gold,2020-07-07,1252,1730
43579503,Silver,2021-03-20,8095,4061
43579504,Silver,2020-08-08,8508,13089
43579505,None,2023-04-28,5688,42245
43579506,Silver,2020-09-06,6559,44915
43579507,Gold,2022-02-09,8336,47791
43579508,None,2023-11-23,9459,3631
43579509,Gold,2020-06-07,9797,10130
43579510,Silver,2020-10-04,7912,8856
43579511,Gold,2021-03-26,6085,11762
43579512,Gold,2021-07-18,1505,18167
43579513,Gold,2021-06-06,6220,32434
43579514,Gold,2022-12-14,2255,25178
43579515,Silver,2021-04-30,3063,34156
43579516,Gold,2021-05-02,4166,5623
43579517,Silver,2020-09-26,1435,48254
43579518,Gold,2022-08-04,3350,49435
43579519,Gold,2020-12-31,8904,40595
43579520,Silver,2022-12-27,3452,13687
43579521,None,2022-11-21,2065,7816
43579522,Gold,2024-05-12,1278,48166
43579523,None,2023-06-09,9130,42511
43579524,Gold,2020-01-02,3414,22049
43579525,Gold,2022-02-11,5523,16794
43579526,Gold,2022-12-09,6210,4972
43579527,None,2023-05-17,1335,8857
43579528,Gold,2021-06-23,2364,44595
43579529,None,2021-02-02,1909,11802
43579530,Gold,2020-12-26,9639,33094
43579531,Silver,2022-02-08,1318,6573
43579532,None,2022-12-01,2382,39110
43579533,Gold,2023-09-27,3184,26094
43579534,None,2022-02-21,269,10337
43579535,Silver,2022-03-15,9614,28782
43579536,Silver,2020-12-20,1668,4609
43579537,Silver,2022-08-28,1627,48237
43579538,Silver,2020-11-15,1155,32232
43579539,None,2023-09-26,6635,30248
43579540,Gold,2021-11-28,6746,29014
43579541,Silver,2020-11-28,1809,30772
43579542,None,2024-02-10,8642,199
43579543,Gold,2021-01-12,2376,29931
43579544,None,2020-05-25,3521,20050
43579545,Gold,2020-03-02,1937,34883
43579546,Gold,2021-07-30,1927,41929
43579547,Silver,2022-12-20,3176,33442
43579548,Gold,2023-08-27,4693,7503
43579549,Silver,2024-03-30,8602,22355
43579550,Gold,2021-06-08,6941,1506
43579551,Gold,2020-09-15,1480,45636
43579552,None,2020-01-09,2921,1499
43579553,None,2021-08-25,6093,16122
43579554,Gold,2023-10-14,9978,6440
43579555,Silver,2022-03-24,2389,19510
43579556,Gold,2020-05-25,6534,47772
43579557,None,2024-03-04,8825,16424
43579558,None,2021-04-08,6691,21827
43579559,None,2020-11-05,8776,24433
43579560,None,2021-04-20,1229,31059
43579561,Silver,2024-03-28,421,39606
43579562,None,2024-03-09,5521,21103
43579563,None,2021-04-11,1356,6359
43579564,Gold,2020-12-17,9609,37836
43579565,Gold,2020-09-22,3570,43356
43579566,Silver,2020-10-18,1390,19923
43579567,None,2022-02-26,640,36087
43579568,None,2023-05-15,3376,20993
43579569,Silver,2020-09-24,4331,34609
43579570,None,2023-04-01,1507,34057
43579571,Gold,2020-02-02,4884,44027
43579572,None,2021-03-26,998,3011
43579573,Gold,2022-10-31,9303,17435
43579574,Silver,2020-11-20,1118,15171
43579575,None,2020-03-02,3816,9834
43579576,None,2020-06-25,9498,29914
43579577,Gold,2023-11-22,8215,13891
43579578,Gold,2021-04-06,8315,32336
43579579,None,2020-09-28,7717,23163
43579580,None,2022-04-09,4498,31199
43579581,Gold,2020-07-01,880,2132
43579582,Gold,2022-06-22,4109,35573
43579583,Gold,2023-06-03,2485,27224
43579584,None,2021-05-15,7688,11752
43579585,Gold,2022-07-01,2096,12169
43579586,Silver,2022-04-12,7992,35597
43579587,Silver,2022-05-24,871,17692
43579588,None,2023-10-05,409,41773
43579589,Gold,2022-07-23,5027,29709
43579590,Gold,2022-10-27,6781,31473
43579591,None,2023-01-04,1757,23337
43579592,Gold,2021-01-07,1074,43432
43579593,Silver,2022-07-30,8373,49977
43579594,Silver,2023-06-23,9382,3673
43579595,Silver,2020-05-23,950,23032
43579596,Silver,2021-09-16,339,39887
43579597,Gold,2020-09-10,6466,34997
43579598,Silver,2020-11-05,487,20297
43579599,Silver,2022-04-28,7624,44123
43579600,Silver,2024-02-07,9753,24071
43579601,None,2023-12-23,9578,28534
43579602,Gold,2020-01-29,647,39098
43579603,None,2021-12-30,7571,9564
43579604,Silver,2024-01-01,9616,37669
43579605,None,2021-04-06,3498,48893
43579606,Gold,2022-09-26,5678,23495
43579607,Silver,2020-12-19,162,34766
43579608,None,2020-12-07,3218,31630
43579609,None,2023-09-24,5089,27795
43579610,None,2021-11-19,5828,41764
43579611,Gold,2023-10-06,5204,30949
43579612,Silver,2023-01-01,2280,34665
43579613,None,2021-05-20,4285,27868
43579614,Silver,2020-05-30,7832,39358
43579615,None,2024-05-05,3347,34982
43579616,Silver,2022-11-28,6162,22771
43579617,Gold,2022-04-24,2728,34521
43579618,Gold,2023-10-28,940,7884
43579619,None,2021-11-27,3257,31280
43579620,None,2023-01-31,204,19742
43579621,Gold,2022-02-22,9534,17538
43579622,None,2020-01-13,6787,49010
43579623,None,2020-03-27,4417,18842
43579624,Silver,2022-06-04,5734,22569
43579625,None,2023-08-08,6321,41604
43579626,None,2020-07-03,3530,15890
43579627,Gold,2022-05-02,4566,43239
43579628,Gold,2023-02-14,7188,16189
43579629,None,2022-05-15,2673,16503
43579630,Silver,2022-02-10,7303,32015
43579631,Silver,2020-05-13,9207,48959
43579632,Silver,2022-11-28,6161,35226
43579633,None,2024-04-28,5133,33608
43579634,Silver,2023-04-15,2095,15246
43579635,Gold,2024-04-26,4844,11239
43579636,Gold,2020-06-21,4242,47621
43579637,None,2022-04-24,6391,42171
43579638,None,2020-10-24,2952,35879
43579639,Gold,2024-04-03,8533,23260
43579640,Silver,2021-05-12,5562,7538
43579641,None,2020-09-13,1873,32279
43579642,Gold,2023-09-05,6990,5071
43579643,Silver,2023-08-15,401,22995
43579644,Silver,2022-04-21,5917,12513
43579645,None,2022-04-13,5856,19109
43579646,None,2021-05-04,5368,42196
43579647,None,2020-09-28,8664,36933
43579648,Silver,2020-02-16,5028,19597
43579649,None,2020-05-14,2221,31779
43579650,Gold,2020-11-03,2243,15716
43579651,Gold,2024-01-31,285,41765
43579652,None,2022-02-12,3116,26891
43579653,None,2020-02-19,4262,23848
43579654,None,2020-10-11,2096,37109
43579655,None,2020-12-31,6125,25799
43579656,Gold,2020-10-28,9348,40099
43579657,Silver,2023-12-09,1005,30983
43579658,None,2021-08-13,8922,42203
43579659,Silver,2021-02-23,9995,20639
43579660,Gold,2022-03-13,613,22094
43579661,Silver,2023-01-24,21,40537
43579662,Gold,2022-02-20,8931,10818
43579663,Gold,2020-08-29,2822,521
43579664,Gold,2020-12-08,6013,44885
43579665,None,2023-11-13,9803,22989
43579666,None,2022-02-22,8866,9848
43579667,None,2022-04-15,4641,6871
43579668,Silver,2021-08-08,9417,2571
43579669,None,2023-10-22,6108,45734
43579670,Gold,2021-07-12,694,24485
43579671,None,2021-10-29,7552,1988
43579672,Gold,2023-10-25,9446,13431
43579673,None,2021-05-27,9762,8103
43579674,Silver,2023-11-08,4719,39657
43579675,Gold,2024-02-28,9178,15588
43579676,Silver,2021-06-11,4145,23065
43579677,None,2023-02-17,962,27743
43579678,Silver,2024-03-14,1214,46130
43579679,Silver,2023-06-13,4225,18413
43579680,Silver,2022-10-25,9091,15456
43579681,Silver,2020-07-13,1250,14473
43579682,None,2022-04-25,8871,27353
43579683,Gold,2020-10-27,7297,31141
43579684,Silver,2020-08-31,7613,19954
43579685,Gold,2020-08-28,8338,43657
43579686,Gold,2020-01-31,7157,9879
43579687,Silver,2020-07-25,6545,20871
43579688,None,2021-01-15,4483,41420
43579689,None,2023-10-05,2019,6846
43579690,None,2020-11-29,6120,10138
43579691,Gold,2021-01-03,1999,47521
43579692,Silver,2021-06-30,1305,17294
43579693,Gold,2020-06-05,1477,2128
43579694,Silver,2023-07-25,7374,35442
43579695,Silver,2022-03-09,3065,40349
43579696,None,2021-05-16,665,32670
43579697,None,2022-04-28,6975,12810
43579698,Silver,2021-12-29,2048,36146
43579699,Silver,2022-01-03,4835,28731
43579700,Gold,2023-10-26,9248,9994
43579701,None,2020-06-22,1871,28917
43579702,Gold,2023-12-16,3497,6006
43579703,Gold,2021-06-02,5083,14067
43579704,Gold,2020-08-17,8103,9971
43579705,Gold,2024-04-30,950,1888
43579706,Silver,2023-03-12,3926,45975
43579707,Gold,2023-03-08,2025,28987
43579708,Gold,2021-10-19,8189,40919
43579709,None,2023-07-16,3352,24337
43579710,Gold,2024-03-18,253,2431
43579711,Silver,2020-11-28,1790,32459
43579712,Gold,2020-07-13,2239,27096
43579713,Gold,2024-04-14,2373,16497
43579714,Silver,2023-03-17,7746,22767
43579715,None,2020-02-22,6582,49516
43579716,Silver,2020-09-27,1688,34928
43579717,None,2020-03-20,8843,42693
43579718,None,2023-07-12,756,44504
43579719,Silver,2021-06-08,1254,15382
43579720,Gold,2021-06-01,1012,47139
43579721,Silver,2022-06-20,5522,25548
43579722,None,2021-09-26,2907,20153
43579723,Gold,2022-08-20,1810,30748
43579724,Silver,2023-12-24,2832,37112
43579725,None,2021-02-26,8289,24948
43579726,None,2021-03-21,8257,34673
43579727,Gold,2023-09-22,4132,16636
43579728,Silver,2023-09-14,968,32083
43579729,None,2021-10-21,6809,7438
43579730,Silver,2021-04-17,2518,40979
43579731,None,2020-01-01,9324,11050
43579732,Silver,2020-05-20,9405,13100
43579733,Silver,2022-06-28,6511,6069
43579734,Gold,2021-05-21,4091,41707
43579735,Gold,2024-03-26,4617,35278
43579736,Silver,2022-02-10,5754,33937
43579737,Gold,2022-07-06,4796,11043
43579738,Gold,2023-10-14,6942,32023
43579739,Gold,2021-05-02,192,48382
43579740,Silver,2024-02-18,734,13245
43579741,Silver,2021-09-27,9767,6421
43579742,None,2021-10-06,9215,826
43579743,Gold,2020-06-26,7780,44038
43579744,Gold,2023-12-19,5504,14770
43579745,Gold,2021-04-18,648,3017
43579746,None,2020-02-18,396,45968
43579747,Silver,2022-09-22,40,35172
43579748,Silver,2023-12-14,4784,42880
43579749,Silver,2020-04-25,3471,38184
43579750,Gold,2023-12-27,7083,44815
43579751,Gold,2024-05-16,4378,40245
43579752,Silver,2022-02-18,9922,10577
43579753,Gold,2022-05-28,2555,13790
43579754,None,2021-08-11,2870,1012
43579755,Gold,2021-02-27,9198,11765
43579756,None,2022-05-12,2728,47504
43579757,Gold,2021-01-08,8815,36088
43579758,Gold,2023-08-21,132,29486
43579759,Gold,2024-01-20,2423,38492
43579760,None,2020-04-07,6628,9081
43579761,Gold,2024-04-09,5356,14070
43579762,None,2021-04-20,2013,48018
43579763,None,2021-05-14,9530,20351
43579764,None,2022-05-18,2117,22229
43579765,None,2023-04-18,4580,19764
43579766,Gold,2022-03-30,5435,19803
43579767,Silver,2021-02-17,6822,9512
43579768,Silver,2021-09-04,9603,35623
43579769,Gold,2024-03-06,722,30418
43579770,Gold,2022-04-16,7162,48974
43579771,Silver,2020-08-05,1069,22639
43579772,Gold,2023-09-07,592,32781
43579773,Silver,2020-01-20,9639,15750
43579774,None,2023-08-07,9839,6245
43579775,None,2024-01-26,9393,29259
43579776,None,2023-03-08,2643,6876
43579777,None,2024-03-08,3626,13239
43579778,None,2021-11-15,8505,12607
43579779,Silver,2023-10-26,2623,22581
43579780,Silver,2023-04-13,1392,9294
43579781,Gold,2020-05-31,7326,34123
43579782,Gold,2023-06-30,9359,16757
43579783,Gold,2024-05-03,8197,27621
43579784,None,2020-08-23,152,47400
43579785,None,2023-04-19,3593,16381
43579786,None,2021-11-11,291,37424
43579787,Gold,2024-04-19,4250,34699
43579788,None,2021-12-27,3597,41466
43579789,None,2023-03-09,6196,32810
43579790,Silver,2023-10-30,6614,22564
43579791,Gold,2020-04-02,2442,39977
43579792,None,2021-01-15,8560,142
43579793,None,2020-02-18,4304,31366
43579794,Silver,2021-10-09,8054,24580
43579795,Gold,2023-04-26,6604,22513
43579796,Gold,2023-04-13,7116,8419
43579797,None,2021-03-05,8307,32188
43579798,Silver,2024-02-20,5791,25552
43579799,None,2022-01-10,8542,12767
43579800,Silver,2022-01-25,2845,5785
43579801,None,2024-03-25,7124,16203
43579802,None,2021-11-21,3716,40032
43579803,Silver,2020-11-27,1538,9943
43579804,Silver,2022-12-09,4655,42482
43579805,Gold,2020-11-30,4044,22580
43579806,Gold,2024-05-12,2414,12834
43579807,Silver,2023-06-22,7480,36577
43579808,Gold,2021-10-29,4103,36609
43579809,Gold,2021-05-27,1472,36390
43579810,Gold,2023-12-25,9677,14110
43579811,Gold,2023-11-18,6769,35726
43579812,Gold,2024-03-02,410,1221
43579813,Silver,2024-01-20,4832,27885
43579814,None,2024-01-16,1887,7792
43579815,None,2020-08-17,9338,34847
43579816,None,2023-11-23,930,40884
43579817,Silver,2022-11-07,1327,26008
43579818,Silver,2022-06-06,9172,31102
43579819,Silver,2023-08-23,3676,41248
43579820,None,2020-03-09,5488,36622
43579821,None,2024-04-07,73,5698
43579822,Gold,2021-06-14,8941,44801
43579823,None,2021-01-05,1140,13577
43579824,Silver,2023-01-03,5369,32409
43579825,Silver,2023-02-28,4035,24130
43579826,None,2020-06-10,4045,19637
43579827,Silver,2021-11-07,8323,41487
43579828,None,2020-09-18,2150,30060
43579829,None,2022-04-21,8998,45611
43579830,None,2020-10-25,6516,19125
43579831,Silver,2021-08-24,8499,44448
43579832,None,2022-01-31,784,5936
43579833,None,2021-08-04,332,41928
43579834,None,2020-08-04,3996,7458
43579835,Gold,2023-08-31,8372,10012
43579836,Silver,2020-05-21,3940,28629
43579837,None,2020-11-13,9493,11642
43579838,Gold,2021-01-14,682,43993
43579839,None,2020-06-25,7379,33138
43579840,Silver,2022-12-15,1179,33259
43579841,None,2022-12-10,1434,38343
43579842,Silver,2023-08-09,1818,41814
43579843,None,2020-12-26,6235,11664
43579844,Silver,2020-10-11,9489,28257
43579845,Silver,2020-04-18,9963,41414
43579846,Silver,2021-06-24,987,15061
43579847,Gold,2022-01-23,4563,11202
43579848,Silver,2023-07-28,980,16971
43579849,None,2021-02-11,4081,30524
43579850,Gold,2022-08-07,4864,49330
43579851,Gold,2023-10-21,4417,43381
43579852,Gold,2022-06-10,9567,9400
43579853,None,2021-03-17,7802,43155
43579854,None,2020-07-13,5414,7445
43579855,Gold,2021-03-07,9056,46456
43579856,Gold,2023-12-15,233,39604
43579857,Silver,2023-10-17,8628,27121
43579858,None,2023-01-12,5550,37985
43579859,Silver,2024-02-03,3179,32026
43579860,Gold,2020-01-16,813,40332
43579861,Gold,2020-04-09,599,20925
43579862,Silver,2022-04-02,1291,18497
43579863,Gold,2021-10-24,1193,41313
43579864,Gold,2023-01-27,7371,9492
43579865,Gold,2020-12-04,4310,46661
43579866,None,2020-04-07,9240,21127
43579867,Gold,2020-11-06,2332,2799
43579868,None,2024-01-08,8079,30233
43579869,None,2021-06-20,228,16857
43579870,Gold,2022-09-01,302,5789
43579871,None,2022-08-16,9889,23310
43579872,Silver,2022-07-01,3350,34812
43579873,None,2023-11-27,1068,213
43579874,None,2024-01-27,373,34121
43579875,Gold,2023-11-27,8851,12205
43579876,None,2021-05-03,1242,36959
43579877,Silver,2024-01-19,3101,36459
43579878,Gold,2021-01-31,5946,47285
43579879,None,2020-10-12,1777,19787
43579880,None,2024-01-31,1337,36005
43579881,None,2020-01-20,1558,18077
43579882,Gold,2021-06-26,891,29774
43579883,None,2023-01-05,5723,7945
43579884,Silver,2023-10-10,373,45880
43579885,Silver,2021-03-11,3578,33411
43579886,None,2024-03-05,3617,44904
43579887,Gold,2023-01-01,6168,8887
43579888,None,2023-06-15,4818,39278
43579889,Silver,2021-12-13,7357,49109
43579890,Gold,2024-01-07,3599,27838
43579891,None,2022-02-11,9700,27014
43579892,Gold,2021-07-13,1855,41381
43579893,None,2022-08-15,1549,17268
43579894,Silver,2021-03-20,9100,39742
43579895,Silver,2021-04-12,2438,39776
43579896,Silver,2022-02-28,8773,32790
43579897,Gold,2021-10-01,5115,29839
43579898,None,2023-03-31,7832,7602
43579899,Silver,2023-07-01,9155,22538
43579900,Gold,2022-06-23,3142,30011
43579901,Gold,2024-04-10,1181,27331
43579902,Silver,2023-12-15,2153,1864
43579903,Silver,2020-03-27,7546,15152
43579904,Silver,2021-07-09,7562,13164
43579905,None,2021-12-24,8053,25464
43579906,None,2022-12-24,3268,34404
43579907,Silver,2020-08-10,6329,7247
43579908,Silver,2021-02-24,5146,37254
43579909,Silver,2020-01-31,2674,35220
43579910,Gold,2021-04-09,4334,34577
43579911,Gold,2021-06-23,7081,21440
43579912,Gold,2021-12-10,8706,2227
43579913,None,2023-04-26,7405,26192
43579914,None,2021-07-30,2167,24400
43579915,Silver,2023-10-23,5184,44438
43579916,Silver,2021-08-11,7614,31511
43579917,Silver,2021-07-23,3791,9006
43579918,None,2020-03-07,6379,10724
43579919,Silver,2024-03-29,8375,39614
43579920,Gold,2022-01-01,2236,30
43579921,None,2022-07-18,9354,33015
43579922,Gold,2023-06-13,3136,33881
43579923,None,2023-07-20,1640,35840
43579924,None,2023-02-18,1070,49921
43579925,Gold,2023-05-02,5018,14876
43579926,None,2022-05-10,5984,11921
43579927,None,2021-02-05,1441,10686
43579928,Gold,2024-04-10,7232,17985
43579929,Gold,2020-06-14,4870,1317
43579930,None,2022-01-16,9691,42753
43579931,Gold,2024-04-30,2234,42609
43579932,None,2020-08-31,3475,27491
43579933,Silver,2023-04-19,6512,49344
43579934,Gold,2022-09-21,2174,10995
43579935,None,2023-09-29,2911,11134
43579936,Gold,2022-09-14,6790,47295
43579937,Silver,2021-10-03,9746,41250
43579938,Gold,2023-03-27,4296,4938
43579939,None,2020-03-20,7478,584
43579940,None,2022-11-16,4315,16222
43579941,Silver,2024-03-14,2343,13300
43579942,Gold,2021-04-08,7772,3857
43579943,Silver,2024-03-10,2359,27255
43579944,Silver,2022-03-02,4232,13312
43579945,Silver,2023-02-11,5608,14116
43579946,Silver,2021-07-20,7599,26060
43579947,Silver,2023-11-09,6708,13772
43579948,None,2022-11-03,9888,46302
43579949,None,2021-04-06,5781,9212
43579950,Silver,2023-03-20,8615,6430
43579951,Silver,2022-12-08,1768,29107
43579952,None,2022-07-26,1746,48815
43579953,Silver,2021-05-03,4145,41655
43579954,Silver,2024-02-02,3968,45683
43579955,Silver,2022-02-17,9097,31547
43579956,Gold,2023-12-13,2648,11864
43579957,Gold,2023-04-16,9104,31019
43579958,Silver,2023-02-17,2677,47150
43579959,None,2021-12-29,7623,16727
43579960,Silver,2021-03-23,9025,43840
43579961,Gold,2020-02-15,6984,45712
43579962,Silver,2021-11-23,1559,37894
43579963,Gold,2020-07-16,4325,42711
43579964,Gold,2020-10-14,337,39493
43579965,Silver,2020-10-13,6001,8675
43579966,None,2020-09-22,9834,46765
43579967,None,2022-08-07,9203,23234
43579968,None,2020-07-13,3793,30631
43579969,Gold,2023-01-17,1372,7752
43579970,None,2021-08-14,6739,1569
43579971,Gold,2022-06-08,9597,46732
43579972,Gold,2023-04-02,8430,18988
43579973,None,2021-12-26,6924,29310
43579974,Gold,2020-09-17,9107,9597
43579975,None,2021-06-10,1781,20918
43579976,Silver,2023-11-15,2539,32300
43579977,Silver,2023-05-18,4201,35707
43579978,None,2021-12-02,6750,49453
43579979,None,2023-08-22,930,7540
43579980,None,2021-12-02,7137,19219
43579981,Silver,2022-01-13,2680,45286
43579982,Gold,2023-10-29,714,41939
43579983,Gold,2022-12-08,8356,5998
43579984,None,2023-07-22,3519,26885
43579985,None,2022-12-23,4554,43842
43579986,Silver,2022-11-12,4334,15253
43579987,None,2024-02-13,1563,48016
43579988,Silver,2023-10-20,1382,10986
43579989,None,2021-12-20,362,48262
43579990,None,2022-11-14,2856,24808
43579991,Silver,2023-02-12,7162,39971
43579992,Gold,2022-09-12,9437,46962
43579993,Silver,2021-11-25,871,39440
43579994,Silver,2023-11-21,5345,19738
43579995,None,2020-06-02,101,38710
43579996,Silver,2023-11-30,7237,4454
43579997,None,2020-07-19,2115,48251
43579998,None,2020-05-05,5793,8838
43579999,Gold,2024-03-01,6339,10624
43580000,Silver,2023-03-28,411,22954
43580001,Gold,2023-11-28,6661,19071
43580002,Gold,2020-11-01,6676,7611
43580003,Silver,2020-03-21,5746,19873
43580004,Gold,2022-08-19,7408,20768
43580005,None,2022-12-16,4124,7079
43580006,None,2020-05-28,220,16244
43580007,None,2022-03-13,4583,22083
43580008,None,2020-07-31,1793,19201
43580009,None,2022-01-02,2715,44605
43580010,Silver,2021-12-26,1900,16598
43580011,Gold,2020-12-17,1459,46472
43580012,Silver,2021-01-09,6807,38385
43580013,Gold,2021-02-20,755,20108
43580014,Silver,2023-04-30,4248,30964
43580015,None,2023-08-15,4918,7042
43580016,Gold,2023-04-13,3242,42549
43580017,Gold,2023-04-27,7751,43716
43580018,None,2020-08-11,3729,19228
43580019,Gold,2024-01-26,341,48059
43580020,Gold,2021-07-03,919,9551
43580021,None,2024-03-18,3964,7963
43580022,Silver,2023-10-21,9933,4494
43580023,None,2021-10-14,8385,6330
43580024,Silver,2021-09-13,9061,1106
43580025,None,2021-04-21,8335,19162
43580026,None,2020-04-29,1784,17722
43580027,Silver,2023-08-07,9799,38502
43580028,Silver,2021-10-13,6023,11210
43580029,Gold,2022-10-07,6262,35332
43580030,Gold,2022-05-24,6244,4117
43580031,Gold,2022-01-11,7182,41301
43580032,Silver,2024-02-13,7832,37833
43580033,Gold,2021-11-27,425,34362
43580034,None,2023-08-14,3585,10390
43580035,Silver,2021-11-10,7821,18513
43580036,Silver,2021-02-13,9192,10363
43580037,None,2020-11-27,4599,34907
43580038,Gold,2020-01-09,8977,12957
43580039,None,2023-03-03,8368,1777
43580040,Gold,2023-04-19,7840,2563
43580041,Silver,2023-06-18,6138,39227
43580042,Silver,2022-08-06,2066,37329
43580043,None,2023-11-12,1479,9988
43580044,Silver,2023-06-06,2899,43833
43580045,Silver,2021-09-26,4662,33134
43580046,Gold,2021-01-30,82,20451
43580047,None,2023-04-16,3403,26110
43580048,Silver,2022-08-14,8827,12768
43580049,Gold,2024-02-01,5414,1791
43580050,None,2021-12-26,6230,10361
43580051,Silver,2020-10-10,8268,10869
43580052,Silver,2023-01-06,777,33748
43580053,Gold,2021-12-15,7892,16020
43580054,Silver,2023-02-27,1066,4968
43580055,None,2023-09-28,1360,27056
43580056,None,2021-03-13,2292,37767
43580057,None,2022-11-30,8589,16710
43580058,None,2023-05-24,4771,26781
43580059,Gold,2024-02-23,6071,47867
43580060,None,2021-04-01,6708,8502
43580061,None,2022-01-15,9949,24800
43580062,Gold,2023-11-21,6882,48757
43580063,Gold,2023-04-22,8813,17772
43580064,Gold,2022-11-17,7402,20667
43580065,None,2023-10-06,5892,33035
43580066,None,2023-04-03,8825,306
43580067,Gold,2021-04-28,8240,15018
43580068,Gold,2021-07-16,7295,18482
43580069,None,2022-03-18,1489,1444
43580070,Silver,2020-06-03,9465,30001
43580071,Silver,2024-02-19,1307,40786
43580072,Silver,2024-02-01,3888,36555
43580073,Gold,2020-05-15,768,49292
43580074,None,2023-12-03,9138,29815
43580075,None,2024-02-28,4107,11144
43580076,None,2023-10-10,2689,44036
43580077,Silver,2021-10-05,1403,11072
43580078,Gold,2021-07-10,1207,10105
43580079,Silver,2024-02-19,2800,7586
43580080,Silver,2020-01-01,6610,40673
43580081,Gold,2024-01-18,6020,18224
43580082,Silver,2023-08-02,3569,6564
43580083,Gold,2021-04-04,9696,6929
43580084,Silver,2021-09-21,4275,949
43580085,None,2021-09-29,9752,23515
43580086,Gold,2023-08-30,1379,43303
43580087,Gold,2020-05-06,6656,12774
43580088,Gold,2020-06-08,3936,14665
43580089,Gold,2022-06-09,2900,23262
43580090,None,2023-01-19,414,48064
43580091,Gold,2022-03-03,2598,38918
43580092,Gold,2020-04-09,8477,47148
43580093,Gold,2024-05-09,3636,13599
43580094,Gold,2024-03-23,3713,35729
43580095,None,2022-05-31,5221,28017
43580096,Gold,2024-05-07,4121,49387
43580097,Gold,2020-10-23,9194,34715
43580098,None,2020-03-15,38,49615
43580099,None,2021-01-29,2372,39836
43580100,Gold,2024-03-08,3299,8047
43580101,Silver,2023-02-17,9476,43920
43580102,None,2023-08-05,5244,23088
43580103,Silver,2021-10-14,7438,21530
43580104,Gold,2021-07-14,3683,41923
43580105,None,2023-01-28,6233,25131
43580106,Gold,2022-02-11,6593,18592
43580107,Gold,2023-07-12,7667,32100
43580108,Silver,2022-10-19,7507,34222
43580109,Gold,2022-08-17,2197,25420
43580110,Silver,2023-08-13,7526,49656
43580111,Gold,2020-04-21,7520,37046
43580112,Gold,2023-10-10,7665,21907
43580113,None,2022-03-22,239,30213
43580114,Gold,2021-11-17,5405,34407
43580115,None,2022-10-25,8163,19850
43580116,Gold,2021-07-14,8056,47582
43580117,Gold,2020-11-30,2961,13551
43580118,None,2023-05-14,5694,37821
43580119,Silver,2023-07-02,5831,11652
43580120,Gold,2022-01-04,5911,11069
43580121,Gold,2021-12-30,2591,46980
43580122,Silver,2021-04-18,6924,927
43580123,Gold,2024-01-12,9701,32312
43580124,Silver,2021-02-11,1868,22004
43580125,Gold,2021-08-23,4490,32282
43580126,Gold,2023-07-27,5284,39849
43580127,Silver,2023-09-10,2778,20475
43580128,Silver,2023-08-21,4378,44185
43580129,None,2020-10-11,4813,44064
43580130,None,2024-05-12,7239,25756
43580131,Gold,2021-05-07,2972,9378
43580132,Silver,2021-12-31,920,35035
43580133,Gold,2023-03-31,3260,15612
43580134,None,2022-08-17,3037,10193
43580135,None,2022-07-09,5000,3758
43580136,None,2021-11-24,3143,7645
43580137,None,2024-03-22,2535,12466
43580138,Silver,2020-02-26,2596,37572
43580139,None,2022-08-21,6709,30244
43580140,None,2021-06-10,8171,10558
43580141,Gold,2024-03-30,3590,39369
43580142,None,2022-08-28,4830,22742
43580143,None,2020-04-11,3128,1495
43580144,None,2020-01-12,8264,23275
43580145,Silver,2022-12-16,6855,5583
43580146,Gold,2020-09-01,8718,42973
43580147,Silver,2022-07-31,1948,44975
43580148,Silver,2023-12-27,8760,42637
43580149,Gold,2021-11-28,7304,26329
43580150,Silver,2021-01-01,1933,46028
43580151,Silver,2023-04-05,2231,47525
43580152,None,2022-10-23,6927,19233
43580153,None,2021-10-23,7238,17278
43580154,Silver,2022-10-10,4481,23490
43580155,None,2020-07-01,2231,15442
43580156,None,2023-11-07,9648,8612
43580157,None,2020-07-05,7914,16116
43580158,None,2021-05-11,8740,22706
43580159,Silver,2022-03-26,2050,20437
43580160,Silver,2020-07-13,5136,47654
43580161,Gold,2024-04-05,1464,46442
43580162,Gold,2020-04-14,8849,10768
43580163,Gold,2022-03-09,7639,24396
43580164,None,2021-05-16,7168,15860
43580165,None,2021-07-20,2403,12217
43580166,None,2023-05-08,1474,13057
43580167,Gold,2024-01-26,4894,30468
43580168,Gold,2024-04-05,2261,29867
43580169,Gold,2023-03-15,3325,32328
43580170,None,2021-09-04,3099,4607
43580171,Silver,2024-02-17,1296,3467
43580172,Gold,2023-12-21,5820,9312
